frame,cap_read,face_detect,landmark,preprocess,inference,postprocess,render,total_ms,ai_ms,ai_pct
1614,1.9419,12.7121,4.8050,0.7421,0.1323,0.0864,1.3520,21.7718,5.7658,26.4829
1616,2.1039,20.7091,5.4454,0.5911,0.1459,0.0903,1.9579,31.0436,6.2727,20.2061
1618,1.9108,13.9197,5.3492,0.5937,0.1399,0.0889,1.4485,23.4507,6.1717,26.3178
1620,2.6827,11.5392,5.0812,0.5812,0.1673,0.0941,1.0675,21.2132,5.9238,27.9251
1622,1.9173,20.9302,5.9241,0.5908,0.2026,0.0978,1.1824,30.8452,6.8153,22.0952
1624,2.0970,12.8496,5.1929,0.6511,0.1396,0.1614,0.9561,22.0477,6.1450,27.8714
1626,1.7393,12.0178,5.4741,0.6532,0.2282,0.0896,0.8582,21.0604,6.4451,30.6029
1628,1.8091,13.4691,5.1158,0.7205,0.1340,0.0855,0.9718,22.3058,6.0558,27.1490
1630,2.2552,13.1482,5.3037,0.5451,0.1379,0.1698,1.0167,22.5766,6.1565,27.2694
1632,1.6944,15.5340,5.3800,0.5540,0.2483,0.0923,0.9233,24.4263,6.2746,25.6879
1634,2.2853,11.5106,5.6914,0.6756,0.1940,0.0974,0.9447,21.3990,6.6584,31.1155
1636,2.3655,14.7505,7.4846,0.8818,0.2536,0.1468,1.5657,27.4485,8.7668,31.9391
1638,2.2964,17.8964,6.0486,0.8330,0.2247,0.1253,1.3154,28.7398,7.2316,25.1623
1640,1.7815,14.0644,6.0135,0.7534,0.1541,0.1027,0.9802,23.8498,7.0237,29.4497
1642,2.3748,12.0035,7.4904,0.5885,0.2311,0.0926,0.9748,23.7557,8.4026,35.3709
1644,2.2602,16.4400,5.8463,0.5985,0.2100,0.0909,1.1884,26.6343,6.7457,25.3271
1646,1.6081,13.0748,8.3888,0.6239,0.1482,0.1002,1.3360,25.2800,9.2611,36.6341
1648,1.9944,10.1070,5.6262,0.6529,0.1469,0.0903,0.9330,19.5507,6.5163,33.3303
1650,2.1492,13.7196,4.8531,0.5454,0.1386,0.0875,0.9820,22.4754,5.6246,25.0256
1652,2.7155,12.1767,5.4651,0.5753,0.1390,0.0925,1.1130,22.2771,6.2719,28.1540
1654,1.9678,13.9150,5.6172,0.7922,0.1965,0.1151,1.3505,23.9543,6.7210,28.0576
1656,2.0482,15.2964,7.2570,1.0270,0.2034,0.1532,1.4250,27.4102,8.6406,31.5233
1658,2.5292,14.1904,5.8775,0.6923,0.2309,0.0975,1.1439,24.7617,6.8982,27.8583
1660,1.6472,12.7001,6.1431,0.5875,0.1503,0.1066,1.0539,22.3887,6.9875,31.2099
1662,2.2875,10.8167,6.1294,0.5217,0.1224,0.0658,0.7129,20.6564,6.8393,33.1098
1664,1.7221,11.3545,5.3169,0.6144,0.2350,0.0946,0.9661,20.3036,6.2609,30.8364
1666,2.0251,26.2313,6.8046,0.8562,0.1847,0.1255,1.1581,37.3855,7.9710,21.3211
1668,2.2156,13.0841,5.3685,0.6492,0.1407,0.0904,0.9133,22.4618,6.2488,27.8197
1670,1.8793,11.5175,5.1958,0.6082,0.2347,0.0909,0.8912,20.4176,6.1296,30.0212
1672,2.0557,14.1761,5.1169,0.4631,0.1062,0.0941,0.9939,23.0060,5.7803,25.1252
1674,1.7704,12.0438,5.1070,0.6485,0.1655,0.0905,0.8800,20.7057,6.0115,29.0331
1676,1.9170,12.0812,7.5600,0.5856,0.2431,0.0913,0.9510,23.4292,8.4800,36.1942
1678,2.6421,10.9082,5.2992,0.5824,0.1510,0.0911,1.0219,20.6959,6.1237,29.5890
